0.000222, 0.022177, 20
0.001041, 0.040969, 20
0.002885, 0.092175, 20
0.006162, 0.163852, 20
0.011281, 0.255982, 20
0.018652, 0.368535, 20
0.028681, 0.501467, 20
0.041776, 0.654713, 20
0.058135, 0.817968, 20
0.077754, 0.980934, 20
0.100625, 1.143546, 20
0.126739, 1.305737, 20
0.156088, 1.467434, 20
0.188659, 1.628558, 20
0.224440, 1.789024, 20
0.263414, 1.948740, 20
0.305567, 2.107604, 20
0.350877, 2.265503, 20
0.399323, 2.422313, 20
0.450881, 2.577894, 20
0.505523, 2.732090, 20
0.563217, 2.884726, 20
0.623929, 3.035603, 20
0.687619, 3.184494, 20
0.754242, 3.331142, 20
0.823747, 3.475252, 20
0.896077, 3.616486, 20
0.971166, 3.754451, 20
1.048940, 3.888695, 20
1.129313, 4.018693, 20
1.212190, 4.143833, 20
1.297458, 4.263400, 20
1.384989, 4.376558, 20
1.474636, 4.482325, 20
1.566227, 4.579553, 20
1.659565, 4.666893, 20
1.754420, 4.742771, 20
1.850527, 4.805353, 20
1.947578, 4.852527, 20
2.045216, 4.881896, 20
2.143032, 4.890804, 20
2.240560, 4.876431, 20
2.337280, 4.835995, 20
2.432623, 4.767133, 20
2.525994, 4.668571, 20
2.616817, 4.541159, 20
2.704605, 4.389373, 20
2.789068, 4.223152, 20
2.870261, 4.059663, 20
2.948741, 3.923976, 20
3.025686, 3.847267, 20
3.102916, 3.861470, 20
3.182737, 3.991066, 20
3.267641, 4.245233, 20
3.359934, 4.614607, 20
3.461427, 5.074652, 20
3.573298, 5.593568, 20
3.696108, 6.140480, 20
3.829922, 6.690725, 20
3.974474, 7.227602, 20
4.129307, 7.741656, 20
4.293886, 8.228921, 20
4.467480, 8.679729, 20
4.649184, 9.085187, 20
4.838114, 9.446504, 20
5.033432, 9.765886, 20
5.234352, 10.045991, 20
5.440144, 10.289610, 20
5.650134, 10.499495, 20
5.863699, 10.678268, 20
6.080487, 10.839406, 20
6.300428, 10.997018, 20
6.523519, 11.154558, 20
6.749828, 11.315474, 20
6.979495, 11.483360, 20
7.212738, 11.662104, 20
7.449858, 11.856043, 20
7.691261, 12.070129, 20
7.937462, 12.310066, 20
8.189110, 12.582410, 20
8.447001, 12.894520, 20
8.712085, 13.254205, 20
8.958732, 12.332342, 20
9.191106, 11.618702, 20
9.424109, 11.650167, 20
9.657782, 11.683615, 20
9.892165, 11.719188, 20
10.127306, 11.757038, 20
10.363253, 11.797326, 20
10.600057, 11.840215, 20
10.837774, 11.885873, 20
11.076464, 11.934468, 20
11.316187, 11.986162, 20
11.557009, 12.041110, 20
11.798998, 12.099450, 20
12.042224, 12.161291, 20
12.286758, 12.226706, 20
12.532672, 12.295711, 20
12.780037, 12.368253, 20
13.028921, 12.444184, 20
13.279386, 12.523239, 20
13.531486, 12.605007, 20
13.785264, 12.688906, 20
14.040621, 12.767866, 20
14.297176, 12.827717, 20
14.554376, 12.860011, 20
14.811630, 12.862688, 20
15.068302, 12.833617, 20
15.323717, 12.770723, 20
15.577159, 12.672129, 20
15.827885, 12.536304, 20
16.075260, 12.368740, 20
16.318910, 12.182487, 20
16.558603, 11.984645, 20
16.794119, 11.775818, 20
17.025257, 11.556925, 20
17.251840, 11.329136, 20
17.473716, 11.093786, 20
17.690762, 10.852296, 20
17.902884, 10.606093, 20
18.110015, 10.356546, 20
18.312113, 10.104916, 20
18.509159, 9.852325, 20
18.701154, 9.599736, 20
18.888113, 9.347952, 20
19.070066, 9.097616, 20
19.247050, 8.849229, 20
19.419113, 8.603159, 20
19.586307, 8.359666, 20
19.748685, 8.118914, 20
19.906305, 7.880991, 20
20.059223, 7.645922, 20
20.207497, 7.413687, 20
20.351181, 7.184225, 20
20.490330, 6.957453, 20
20.624996, 6.733265, 20
20.755227, 6.511545, 20
20.881070, 6.292167, 20
21.002570, 6.075005, 20
21.119769, 5.859927, 20
21.232705, 5.646808, 20
21.341415, 5.435521, 20
21.445934, 5.225946, 20
21.546293, 5.017967, 20
21.642523, 4.811474, 20
21.734650, 4.606361, 20
21.822701, 4.402530, 20
21.906698, 4.199886, 20
21.986665, 3.998342, 20
22.062622, 3.797813, 20
22.134586, 3.598221, 20
22.202576, 3.399494, 20
22.266607, 3.201561, 20
22.326694, 3.004357, 20
22.382851, 2.807822, 20
22.435089, 2.611896, 20
22.483419, 2.416526, 20
22.527852, 2.221659, 20
22.568397, 2.027246, 20
22.605062, 1.833239, 20
22.637854, 1.639595, 20
22.666779, 1.446271, 20
22.691844, 1.253224, 20
22.713052, 1.060415, 20
22.730408, 0.867806, 20
22.744032, 0.681207, 20
22.754284, 0.512588, 20
22.761646, 0.368071, 20
22.766598, 0.247623, 20
22.769622, 0.151221, 20
22.771199, 0.078848, 20
22.771809, 0.030497, 20
22.771933, 0.006163, 20
22.771933, 0.000000, 20
