0.000222, 0.022177, 20
0.001109, 0.044355, 20
0.003105, 0.099798, 20
0.006653, 0.177419, 20
0.012198, 0.277218, 20
0.020181, 0.399194, 20
0.031048, 0.543347, 20
0.045242, 0.709677, 20
0.062984, 0.887097, 20
0.084274, 1.064516, 20
0.109113, 1.241935, 20
0.137500, 1.419355, 20
0.169435, 1.596774, 20
0.204919, 1.774194, 20
0.243952, 1.951613, 20
0.286532, 2.129032, 20
0.332661, 2.306452, 20
0.382339, 2.483871, 20
0.435565, 2.661290, 20
0.492339, 2.838710, 20
0.552661, 3.016129, 20
0.616532, 3.193548, 20
0.683952, 3.370968, 20
0.754919, 3.548387, 20
0.829435, 3.725806, 20
0.907500, 3.903226, 20
0.989113, 4.080645, 20
1.074274, 4.258065, 20
1.162984, 4.435484, 20
1.255242, 4.612903, 20
1.351048, 4.790323, 20
1.450403, 4.967742, 20
1.553306, 5.145161, 20
1.659758, 5.322581, 20
1.769758, 5.500000, 20
1.883306, 5.677419, 20
2.000403, 5.854839, 20
2.121048, 6.032258, 20
2.245242, 6.209677, 20
2.372984, 6.387097, 20
2.504274, 6.564516, 20
2.639113, 6.741935, 20
2.777500, 6.919355, 20
2.919435, 7.096774, 20
3.064919, 7.274194, 20
3.213952, 7.451613, 20
3.366532, 7.629032, 20
3.522661, 7.806452, 20
3.682339, 7.983871, 20
3.845565, 8.161290, 20
4.012339, 8.338710, 20
4.182661, 8.516129, 20
4.356532, 8.693548, 20
4.533952, 8.870968, 20
4.714919, 9.048387, 20
4.899435, 9.225806, 20
5.087500, 9.403226, 20
5.279113, 9.580645, 20
5.474274, 9.758065, 20
5.672984, 9.935484, 20
5.875242, 10.112903, 20
6.081048, 10.290323, 20
6.290181, 10.456653, 20
6.502198, 10.600806, 20
6.716653, 10.722782, 20
6.933105, 10.822581, 20
7.151109, 10.900202, 20
7.370222, 10.955645, 20
7.590000, 10.988911, 20
7.809912, 10.995597, 20
8.029426, 10.975702, 20
8.248099, 10.933630, 20
8.465486, 10.869380, 20
8.681145, 10.782953, 20
8.894632, 10.674348, 20
9.105504, 10.543566, 20
9.313316, 10.390607, 20
9.517713, 10.219873, 20
9.718562, 10.042454, 20
9.915863, 9.865035, 20
10.087783, 8.596005, 20
10.236971, 7.459383, 20
10.378983, 7.100620, 20
10.513538, 6.727759, 20
10.640396, 6.342874, 20
10.759392, 5.949814, 20
10.870485, 5.554673, 20
10.973807, 5.166094, 20
11.069711, 4.795168, 20
11.158805, 4.454703, 20
11.241959, 4.157704, 20
11.320264, 3.915240, 20
11.394948, 3.734195, 20
11.467261, 3.615682, 20
11.538356, 3.554748, 20
11.609186, 3.541502, 20
11.680450, 3.563200, 20
11.752581, 3.606534, 20
11.825770, 3.659451, 20
11.900014, 3.712206, 20
11.975168, 3.757689, 20
12.050993, 3.791239, 20
12.127197, 3.810209, 20
12.203466, 3.813455, 20
12.279483, 3.800878, 20
12.354944, 3.773042, 20
12.429562, 3.730904, 20
12.503075, 3.675611, 20
12.575242, 3.608377, 20
12.645850, 3.530402, 20
12.714707, 3.442822, 20
12.781640, 3.346690, 20
12.846500, 3.242963, 20
12.909150, 3.132499, 20
12.969471, 3.016066, 20
13.027358, 2.894344, 20
13.082717, 2.767939, 20
13.135464, 2.637383, 20
13.185527, 2.503150, 20
13.232840, 2.365658, 20
13.277346, 2.225279, 20
13.318993, 2.082345, 20
13.357736, 1.937150, 20
13.393535, 1.789960, 20
13.426355, 1.641013, 20
13.456166, 1.490524, 20
13.482940, 1.338691, 20
13.506653, 1.185692, 20
13.527287, 1.031694, 20
13.544824, 0.876850, 20
13.559250, 0.721303, 20
13.570632, 0.569086, 20
13.579235, 0.430153, 20
13.585447, 0.310570, 20
13.589656, 0.210455, 20
13.592253, 0.129890, 20
13.593632, 0.068929, 20
13.594184, 0.027602, 20
13.594303, 0.005925, 20
13.594303, 0.000000, 20
