0.000220, 0.022019, 20
0.000939, 0.035952, 20
0.002557, 0.080897, 20
0.005434, 0.143832, 20
0.009929, 0.224775, 20
0.016404, 0.323758, 20
0.025221, 0.440827, 20
0.036742, 0.576048, 20
0.051152, 0.720503, 20
0.068457, 0.865263, 20
0.088665, 1.010400, 20
0.111785, 1.155992, 20
0.137828, 1.302120, 20
0.166805, 1.448874, 20
0.198732, 1.596351, 20
0.233625, 1.744656, 20
0.271503, 1.893898, 20
0.312387, 2.044198, 20
0.356301, 2.195682, 20
0.403270, 2.348482, 20
0.453325, 2.502736, 20
0.506497, 2.658589, 20
0.562821, 2.816187, 20
0.622334, 2.975682, 20
0.685079, 3.137222, 20
0.751098, 3.300958, 20
0.820439, 3.467037, 20
0.893151, 3.635602, 20
0.969286, 3.806790, 20
1.048901, 3.980729, 20
1.132052, 4.157540, 20
1.218798, 4.337333, 20
1.309203, 4.520207, 20
1.403328, 4.706251, 20
1.501238, 4.895542, 20
1.603001, 5.088150, 20
1.708684, 5.284131, 20
1.818355, 5.483539, 20
1.932083, 5.686421, 20
2.049940, 5.892822, 20
2.171995, 6.102785, 20
2.298323, 6.316361, 20
2.428784, 6.523093, 20
2.563027, 6.712114, 20
2.700683, 6.882809, 20
2.841374, 7.034556, 20
2.984709, 7.166726, 20
3.130282, 7.278691, 20
3.277591, 7.365439, 20
3.425893, 7.415088, 20
3.574512, 7.430971, 20
3.722980, 7.423400, 20
3.870815, 7.391746, 20
4.017523, 7.335380, 20
4.162596, 7.253676, 20
4.305517, 7.146015, 20
4.445846, 7.016439, 20
4.583371, 6.876265, 20
4.718021, 6.732499, 20
4.849725, 6.585189, 20
4.978412, 6.434379, 20
5.104014, 6.280114, 20
5.226463, 6.122443, 20
5.345692, 5.961421, 20
5.461634, 5.797111, 20
5.574226, 5.629583, 20
5.683404, 5.458921, 20
5.789108, 5.285215, 20
5.891280, 5.108571, 20
5.989862, 4.929103, 20
6.084800, 4.746933, 20
6.176044, 4.562195, 20
6.263545, 4.375027, 20
6.347256, 4.185574, 20
6.427136, 3.993984, 20
6.503144, 3.800408, 20
6.575244, 3.604996, 20
6.643402, 3.407897, 20
6.707587, 3.209256, 20
6.767772, 3.009216, 20
6.823930, 2.807913, 20
6.876039, 2.605477, 20
6.924080, 2.402031, 20
6.968034, 2.197692, 20
7.007885, 1.992567, 20
7.043620, 1.786758, 20
7.075227, 1.580359, 20
7.102697, 1.373457, 20
7.126019, 1.166131, 20
7.145188, 0.958457, 20
7.160302, 0.755679, 20
7.171720, 0.570893, 20
7.179960, 0.412022, 20
7.185543, 0.279122, 20
7.188987, 0.172235, 20
7.190815, 0.091386, 20
7.191547, 0.036589, 20
7.191704, 0.007853, 20
7.191704, 0.000000, 20
